	A+K, 3 : 38-2,2,0,3,0	A+Q, 3 : 20-2,0,3,2,0	A+J, 3 : 21-0,0,3,0,2		A+9, 3 : 25-0,0,0,2,0		A+7, 3 : 31-3,0,0,0,0	A+6, 3 : 28-0,0,0,0,2		A+4, 3 : 23-0,0,2,0,0	A+3, 3 : 38-2,0,3,0,1	
8+A, 6 : 29-0,5,0,0,0	8+K, 6 : 35-0,0,0,0,4	8+Q, 6 : 0-6,0,0,6,0	8+J, 6 : 29-4,0,0,0,0	8+10, 6 : 38-0,3,0,0,6	8+9, 6 : 1-0,6,0,0,3		8+7, 6 : 17-0,2,0,2,0	8+6, 6 : 29-5,6,0,0,0	8+5, 6 : 1-0,0,5,0,0	8+4, 6 : 41-0,6,0,0,6	8+3, 6 : 1-0,1,0,0,6	8+2, 6 : 41-0,5,0,0,0
8+A, 7 : 12-0,6,5,0,0	8+K, 7 : 42-1,0,0,0,0	8+Q, 7 : 49-0,7,0,0,5	8+J, 7 : 12-0,6,0,7,0	8+10, 7 : 42-0,0,5,6,0	8+9, 7 : 45-2,0,0,0,0		8+7, 7 : 40-0,0,2,6,0	8+6, 7 : 21-0,6,0,5,0	8+5, 7 : 42-0,0,6,0,0	8+4, 7 : 19-6,0,5,0,0	8+3, 7 : 49-0,4,0,0,0	8+2, 7 : 45-0,0,0,0,4
8+A, 8 : 19-6,0,0,0,0	8+K, 8 : 39-0,0,0,0,6	8+Q, 8 : 24-6,0,7,0,0	8+J, 8 : 9-0,0,0,0,6	8+10, 8 : 37-0,2,0,0,0	8+9, 8 : 48-0,3,0,0,0		8+7, 8 : 35-0,4,0,0,0	8+6, 8 : 18-7,0,0,0,8	8+5, 8 : 38-8,0,0,0,7	8+4, 8 : 40-7,0,0,0,8	8+3, 8 : 16-8,0,0,0,0	8+2, 8 : 36-0,0,4,0,8
8+A, 9 : 47-0,3,0,0,0	8+K, 9 : 50-0,4,0,0,0	8+Q, 9 : 29-0,0,0,8,0	8+J, 9 : 32-0,8,0,0,0	8+10, 9 : 50-0,9,0,0,9	8+9, 9 : 20-8,0,0,0,9		8+7, 9 : 29-8,0,0,0,9	8+6, 9 : 50-0,0,0,0,5	8+5, 9 : 20-7,0,0,0,0	8+4, 9 : 20-0,0,0,0,0	8+3, 9 : 41-0,0,0,0,7	8+2, 9 : 32-0,6,0,0,3
8+A, 10 : 37-0,4,0,0,0	8+K, 10 : 27-0,0,6,6,0	8+Q, 10 : 15-0,0,0,10,9	8+J, 10 : 36-10,0,0,0,9	8+10, 10 : 49-0,0,9,0,0	8+9, 10 : 16-0,0,10,0,0		8+7, 10 : 27-0,0,0,0,0	8+6, 10 : 37-0,10,0,0,9	8+5, 10 : 49-0,10,0,0,0	8+4, 10 : 9-10,0,0,8,0	8+3, 10 : 37-0,0,3,0,7	8+2, 10 : 27-0,0,5,10,0

7+A, 3 : 31-3,0,0,0,0		7+Q, 3 : 9-0,0,0,3,2	7+J, 3 : 34-0,3,0,0,0	7+10, 3 : 11-3,0,0,0,0				7+6, 3 : 31-0,0,0,2,0	7+5, 3 : 12-0,0,0,2,0	7+4, 3 : 14-1,0,0,0,0	7+3, 3 : 36-1,0,3,0,2	7+2, 3 : 9-0,0,3,0,2
7+A, 4 : 19-0,0,0,0,2	7+K, 4 : 35-2,0,3,0,0	7+Q, 4 : 10-4,0,0,1,0	7+J, 4 : 25-0,0,0,0,4	7+10, 4 : 7-2,0,0,0,3	7+9, 4 : 20-3,0,0,0,1	7+8, 4 : 6-1,4,0,4,3		7+6, 4 : 26-0,0,3,0,0	7+5, 4 : 7-0,0,3,0,0	7+4, 4 : 11-0,4,0,0,2	7+3, 4 : 30-2,3,0,0,0	7+2, 4 : 6-0,4,4,3,1
7+A, 5 : 26-0,5,0,0,0	7+K, 5 : 28-0,4,0,3,0	7+Q, 5 : 12-3,0,0,3,0	7+J, 5 : 21-3,0,5,0,0	7+10, 5 : 12-0,5,4,0,0	7+9, 5 : 3-0,5,2,0,0	7+8, 5 : 41-0,0,0,3,5		7+6, 5 : 32-0,0,4,0,5	7+5, 5 : 12-5,5,0,0,0	7+4, 5 : 5-0,0,0,3,4	7+3, 5 : 35-2,5,0,0,0	7+2, 5 : 11-0,0,2,0,5
7+A, 6 : 16-6,0,6,0,0	7+K, 6 : 25-0,0,0,3,0	7+Q, 6 : 6-0,0,5,0,6	7+J, 6 : 17-0,0,4,0,5	7+10, 6 : 31-0,6,3,0,0	7+9, 6 : 51-0,0,4,0,5	7+8, 6 : 17-0,2,0,2,0		7+6, 6 : 28-0,3,0,0,0	7+5, 6 : 7-0,5,4,0,0	7+4, 6 : 42-4,0,0,6,0	7+3, 6 : 2-0,6,0,3,0	7+2, 6 : 43-3,3,0,0,0
7+A, 7 : 16-0,7,0,0,0	7+K, 7 : 32-0,0,0,2,0	7+Q, 7 : 9-0,0,0,0,7	7+J, 7 : 16-0,0,0,4,5	7+10, 7 : 2-0,7,0,0,0	7+9, 7 : 1-0,0,7,6,0	7+8, 7 : 40-0,0,2,6,0		7+6, 7 : 32-0,0,0,5,0	7+5, 7 : 2-7,4,0,0,0	7+4, 7 : 46-7,0,0,7,0	7+3, 7 : 25-0,5,0,0,0	7+2, 7 : 38-7,0,0,7,0
7+A, 8 : 43-0,0,0,0,0	7+K, 8 : 35-0,0,2,0,0	7+Q, 8 : 6-8,0,0,0,0	7+J, 8 : 1-0,6,6,0,0	7+10, 8 : 29-0,8,0,0,0	7+9, 8 : 6-0,8,0,6,0	7+8, 8 : 35-0,4,0,0,0		7+6, 8 : 51-7,0,0,0,0	7+5, 8 : 30-7,0,0,0,0	7+4, 8 : 14-8,0,0,0,0	7+3, 8 : 7-0,0,8,0,8	7+2, 8 : 13-0,0,0,8,7
7+A, 9 : 22-0,0,6,0,0	7+K, 9 : 19-0,0,0,0,8	7+Q, 9 : 28-0,0,0,0,9	7+J, 9 : 40-0,0,0,8,0	7+10, 9 : 1-8,0,7,0,0	7+9, 9 : 30-0,7,0,0,0	7+8, 9 : 29-8,0,0,0,9		7+6, 9 : 49-0,0,8,0,0	7+5, 9 : 1-0,0,8,0,0	7+4, 9 : 1-0,9,9,0,0	7+3, 9 : 5-9,0,0,0,0	7+2, 9 : 10-0,0,0,0,6
7+A, 10 : 5-0,0,0,10,6	7+K, 10 : 13-0,0,4,0,0	7+Q, 10 : 27-0,8,0,0,7	7+J, 10 : 36-0,0,10,0,9	7+10, 10 : 6-10,0,10,0,0	7+9, 10 : 17-10,0,0,0,0	7+8, 10 : 27-0,0,0,0,0		7+6, 10 : 48-0,9,0,8,0	7+5, 10 : 7-10,0,0,9,0	7+4, 10 : 27-0,0,7,0,5	7+3, 10 : 40-0,0,7,0,9	7+2, 10 : 6-0,0,10,0,6

6+A, 3 : 28-0,0,0,0,2		6+Q, 3 : 29-1,0,3,3,3	6+J, 3 : 27-0,0,1,0,2		6+9, 3 : 27-1,0,0,0,0		6+7, 3 : 31-0,0,0,2,0			6+4, 3 : 26-0,0,2,0,3	6+3, 3 : 36-0,0,0,0,2	
6+A, 4 : 23-0,0,0,0,3	6+K, 4 : 38-0,1,0,4,0	6+Q, 4 : 18-0,0,0,0,4	6+J, 4 : 29-4,0,0,1,0	6+10, 4 : 23-3,0,3,0,4	6+9, 4 : 24-0,0,0,3,2	6+8, 4 : 35-0,3,0,0,4	6+7, 4 : 26-0,0,3,0,0			6+4, 4 : 22-0,3,0,0,0	6+3, 4 : 30-2,4,0,0,0	
6+A, 5 : 26-0,3,5,0,0	6+K, 5 : 33-5,0,0,0,0	6+Q, 5 : 19-0,5,0,0,5	6+J, 5 : 19-0,0,0,0,2	6+10, 5 : 19-0,2,0,0,0	6+9, 5 : 13-1,0,0,5,5	6+8, 5 : 37-0,0,0,5,2	6+7, 5 : 32-0,0,4,0,5		6+5, 5 : 14-4,0,3,0,0	6+4, 5 : 14-5,0,0,0,0	6+3, 5 : 22-0,0,2,0,5	6+2, 5 : 14-0,2,0,0,0
6+A, 6 : 28-0,0,0,5,0	6+K, 6 : 33-0,4,0,6,0	6+Q, 6 : 15-6,0,6,0,0	6+J, 6 : 18-0,0,4,0,6	6+10, 6 : 15-0,5,6,0,5	6+9, 6 : 10-4,0,0,0,5	6+8, 6 : 29-5,6,0,0,0	6+7, 6 : 28-0,3,0,0,0		6+5, 6 : 9-0,3,0,6,0	6+4, 6 : 24-5,4,0,0,0	6+3, 6 : 30-4,0,0,0,0	6+2, 6 : 9-6,0,0,6,0
6+A, 7 : 23-7,4,0,0,0	6+K, 7 : 27-0,7,0,0,7	6+Q, 7 : 23-0,4,7,0,0	6+J, 7 : 27-0,0,7,0,3	6+10, 7 : 51-0,0,4,6,0	6+9, 7 : 7-0,0,0,6,0	6+8, 7 : 21-0,6,0,5,0	6+7, 7 : 32-0,0,0,5,0		6+5, 7 : 51-0,0,0,0,0	6+4, 7 : 13-0,0,0,4,1	6+3, 7 : 25-0,0,3,0,0	6+2, 7 : 38-1,0,6,0,0
6+A, 8 : 18-0,8,0,8,0	6+K, 8 : 23-0,0,3,0,0	6+Q, 8 : 50-0,0,0,0,8	6+J, 8 : 17-0,8,0,0,8	6+10, 8 : 2-7,0,0,0,0	6+9, 8 : 26-0,0,0,7,0	6+8, 8 : 18-7,0,0,0,8	6+7, 8 : 51-7,0,0,0,0		6+5, 8 : 2-0,0,0,0,0	6+4, 8 : 18-2,0,0,0,4	6+3, 8 : 18-0,6,0,0,0	6+2, 8 : 28-6,0,0,6,0
6+A, 9 : 13-0,0,0,2,0	6+K, 9 : 16-0,0,0,9,6	6+Q, 9 : 3-0,0,0,0,3	6+J, 9 : 49-0,0,0,0,0	6+10, 9 : 33-0,0,7,0,0	6+9, 9 : 21-0,0,3,0,0	6+8, 9 : 50-0,0,0,0,5	6+7, 9 : 49-0,0,8,0,0		6+5, 9 : 25-0,5,0,9,0	6+4, 9 : 2-0,0,0,9,4	6+3, 9 : 14-0,0,9,0,8	6+2, 9 : 7-0,0,0,5,0
6+A, 10 : 11-0,0,10,0,7	6+K, 10 : 13-0,10,6,0,0	6+Q, 10 : 24-0,5,0,0,0	6+J, 10 : 29-0,0,9,0,7	6+10, 10 : 28-10,0,0,10,0	6+9, 10 : 18-0,10,0,0,8	6+8, 10 : 37-0,10,0,0,9	6+7, 10 : 48-0,9,0,8,0		6+5, 10 : 8-0,9,10,0,0	6+4, 10 : 9-10,0,0,0,9	6+3, 10 : 12-0,0,0,6,6	6+2, 10 : 41-10,7,0,0,0

	5+K, 3 : 50-0,2,0,0,0	5+Q, 3 : 15-0,3,0,0,0	5+J, 3 : 17-1,3,3,0,3	5+10, 3 : 11-2,0,1,0,0	5+9, 3 : 2-0,0,2,0,3	5+8, 3 : 1-0,0,0,0,0	5+7, 3 : 12-0,0,0,2,0			5+4, 3 : 14-3,0,0,3,0		5+2, 3 : 4-0,0,0,0,0
5+A, 4 : 15-3,0,0,0,0	5+K, 4 : 45-0,0,2,4,0	5+Q, 4 : 10-0,0,0,4,0	5+J, 4 : 12-0,2,0,3,4	5+10, 4 : 1-0,0,0,0,1	5+9, 4 : 2-3,0,0,0,0	5+8, 4 : 5-2,0,4,0,0	5+7, 4 : 7-0,0,3,0,0			5+4, 4 : 9-0,4,3,0,0	5+3, 4 : 45-3,1,0,4,0	5+2, 4 : 1-0,4,0,3,0
5+A, 5 : 15-3,0,2,0,0	5+K, 5 : 48-0,0,0,2,2	5+Q, 5 : 2-0,0,5,0,0	5+J, 5 : 8-0,0,5,0,0	5+10, 5 : 3-5,0,0,0,3	5+9, 5 : 3-2,0,0,0,0	5+8, 5 : 45-0,5,4,0,0	5+7, 5 : 12-5,5,0,0,0	5+6, 5 : 14-4,0,3,0,0		5+4, 5 : 3-0,0,0,2,5	5+3, 5 : 45-0,0,0,0,0	5+2, 5 : 1-0,4,0,0,5
5+A, 6 : 7-0,5,0,0,4	5+K, 6 : 37-0,0,0,6,4	5+Q, 6 : 0-0,6,0,4,0	5+J, 6 : 6-6,0,0,0,3	5+10, 6 : 14-4,0,1,0,0	5+9, 6 : 6-6,0,0,4,0	5+8, 6 : 1-0,0,5,0,0	5+7, 6 : 7-0,5,4,0,0	5+6, 6 : 9-0,3,0,6,0		5+4, 6 : 8-2,0,6,0,0	5+3, 6 : 2-0,0,4,6,0	5+2, 6 : 3-6,6,0,0,0
5+A, 7 : 6-0,0,0,7,6	5+K, 7 : 34-0,2,0,0,7	5+Q, 7 : 3-0,7,5,6,0	5+J, 7 : 6-0,0,0,6,0	5+10, 7 : 41-3,0,0,0,1	5+9, 7 : 44-0,6,0,1,0	5+8, 7 : 42-0,0,6,0,0	5+7, 7 : 2-7,4,0,0,0	5+6, 7 : 51-0,0,0,0,0		5+4, 7 : 6-0,0,0,0,4	5+3, 7 : 13-5,0,5,0,0	5+2, 7 : 44-7,0,0,7,0
5+A, 8 : 11-2,0,0,0,0	5+K, 8 : 3-0,2,0,0,0	5+Q, 8 : 5-0,8,6,0,0	5+J, 8 : 33-0,0,0,0,5	5+10, 8 : 38-6,0,0,0,0	5+9, 8 : 4-8,6,0,0,0	5+8, 8 : 38-8,0,0,0,7	5+7, 8 : 30-7,0,0,0,0	5+6, 8 : 2-0,0,0,0,0		5+4, 8 : 30-0,0,0,0,0	5+3, 8 : 10-0,8,6,0,0	5+2, 8 : 39-0,5,7,0,0
5+A, 9 : 4-0,5,0,0,0	5+K, 9 : 34-0,9,0,0,0	5+Q, 9 : 0-0,0,0,3,0	5+J, 9 : 4-0,5,0,9,0	5+10, 9 : 34-9,0,0,0,0	5+9, 9 : 0-5,0,0,0,0	5+8, 9 : 20-7,0,0,0,0	5+7, 9 : 1-0,0,8,0,0	5+6, 9 : 25-0,5,0,9,0		5+4, 9 : 9-0,0,0,2,0	5+3, 9 : 0-8,0,0,5,0	5+2, 9 : 34-0,0,9,9,0
5+A, 10 : 30-0,10,0,0,9	5+K, 10 : 3-0,5,0,0,0	5+Q, 10 : 35-0,0,0,9,4	5+J, 10 : 39-0,0,10,0,6	5+10, 10 : 50-10,0,9,0,6	5+9, 10 : 7-10,0,1,0,0	5+8, 10 : 49-0,10,0,0,0	5+7, 10 : 7-10,0,0,9,0	5+6, 10 : 8-0,9,10,0,0		5+4, 10 : 0-0,0,7,8,0	5+3, 10 : 30-0,0,0,0,9	5+2, 10 : 32-0,0,0,10,7

4+A, 3 : 23-0,0,2,0,0		4+Q, 3 : 17-0,2,0,0,1	4+J, 3 : 26-0,3,0,0,0	4+10, 3 : 14-0,0,0,0,0	4+9, 3 : 24-3,2,0,0,2		4+7, 3 : 14-1,0,0,0,0	4+6, 3 : 26-0,0,2,0,3	4+5, 3 : 14-3,0,0,3,0			4+2, 3 : 13-0,0,1,0,3
4+A, 4 : 34-0,2,0,4,0	4+K, 4 : 37-1,2,0,0,1	4+Q, 4 : 8-0,0,0,2,4	4+J, 4 : 21-0,0,0,4,0	4+10, 4 : 9-0,0,3,4,0	4+9, 4 : 16-0,0,0,1,0	4+8, 4 : 37-1,0,2,4,3	4+7, 4 : 11-0,4,0,0,2	4+6, 4 : 22-0,3,0,0,0	4+5, 4 : 9-0,4,3,0,0		4+3, 4 : 36-2,0,0,2,2	4+2, 4 : 8-0,0,0,1,4
4+A, 5 : 15-0,0,4,0,0	4+K, 5 : 28-1,0,0,0,0	4+Q, 5 : 15-0,2,0,0,3	4+J, 5 : 13-0,5,5,0,0	4+10, 5 : 49-0,0,2,0,3	4+9, 5 : 4-1,0,5,0,0	4+8, 5 : 34-4,0,3,0,0	4+7, 5 : 5-0,0,0,3,4	4+6, 5 : 14-5,0,0,0,0	4+5, 5 : 3-0,0,0,2,5		4+3, 5 : 23-5,4,0,0,0	4+2, 5 : 47-0,2,0,5,0
4+A, 6 : 23-0,0,5,0,6	4+K, 6 : 25-4,6,0,0,0	4+Q, 6 : 14-0,0,4,0,6	4+J, 6 : 8-0,0,4,6,0	4+10, 6 : 14-0,0,0,0,0	4+9, 6 : 42-0,0,3,0,0	4+8, 6 : 41-0,6,0,0,6	4+7, 6 : 42-4,0,0,6,0	4+6, 6 : 24-5,4,0,0,0	4+5, 6 : 8-2,0,6,0,0		4+3, 6 : 42-0,0,0,0,0	4+2, 6 : 9-6,0,0,2,5
4+A, 7 : 17-3,0,0,0,6	4+K, 7 : 8-3,5,0,0,0	4+Q, 7 : 46-7,0,4,0,0	4+J, 7 : 19-5,0,5,0,0	4+10, 7 : 47-0,0,7,0,6	4+9, 7 : 22-0,0,2,0,0	4+8, 7 : 19-6,0,5,0,0	4+7, 7 : 46-7,0,0,7,0	4+6, 7 : 13-0,0,0,4,1	4+5, 7 : 6-0,0,0,0,4		4+3, 7 : 25-0,6,0,7,0	4+2, 7 : 45-0,2,0,0,7
4+A, 8 : 11-8,0,0,3,0	4+K, 8 : 31-7,0,0,0,8	4+Q, 8 : 14-0,0,0,0,0	4+J, 8 : 33-0,0,5,0,7	4+10, 8 : 29-8,0,8,0,0	4+9, 8 : 48-6,0,0,0,0	4+8, 8 : 40-7,0,0,0,8	4+7, 8 : 14-8,0,0,0,0	4+6, 8 : 18-2,0,0,0,4	4+5, 8 : 30-0,0,0,0,0		4+3, 8 : 16-0,0,6,0,6	4+2, 8 : 13-0,0,8,0,7
4+A, 9 : 47-7,0,7,0,0	4+K, 9 : 36-0,9,0,0,0	4+Q, 9 : 27-0,0,0,9,0	4+J, 9 : 31-7,0,5,0,0	4+10, 9 : 27-0,8,0,7,0	4+9, 9 : 27-0,0,0,3,0	4+8, 9 : 20-0,0,0,0,0	4+7, 9 : 1-0,9,9,0,0	4+6, 9 : 2-0,0,0,9,4	4+5, 9 : 9-0,0,0,2,0		4+3, 9 : 20-0,0,9,0,4	4+2, 9 : 45-7,0,9,0,0
4+A, 10 : 41-0,0,10,0,10	4+K, 10 : 23-0,0,10,0,9	4+Q, 10 : 34-0,0,0,0,7	4+J, 10 : 31-0,8,0,10,0	4+10, 10 : 41-0,0,8,0,9	4+9, 10 : 18-0,0,0,6,8	4+8, 10 : 9-10,0,0,8,0	4+7, 10 : 27-0,0,7,0,5	4+6, 10 : 9-10,0,0,0,9	4+5, 10 : 0-0,0,7,8,0		4+3, 10 : 40-0,0,0,10,0	4+2, 10 : 41-10,0,0,0,9

3+A, 3 : 38-2,0,3,0,1	3+K, 3 : 47-0,0,0,3,3					3+8, 3 : 44-0,0,0,0,3	3+7, 3 : 36-1,0,3,0,2	3+6, 3 : 36-0,0,0,0,2				
3+A, 4 : 28-0,3,0,0,0	3+K, 4 : 39-0,4,0,0,4	3+Q, 4 : 44-1,2,0,0,0	3+J, 4 : 28-0,1,4,0,0	3+10, 4 : 40-0,0,2,0,4	3+9, 4 : 46-0,0,3,2,0	3+8, 4 : 40-0,0,2,0,3	3+7, 4 : 30-2,3,0,0,0	3+6, 4 : 30-2,4,0,0,0	3+5, 4 : 45-3,1,0,4,0	3+4, 4 : 36-2,0,0,2,2		3+2, 4 : 47-1,1,4,0,4
3+A, 5 : 35-0,0,0,1,0	3+K, 5 : 28-4,0,0,0,0	3+Q, 5 : 40-0,0,0,0,4	3+J, 5 : 28-0,0,3,0,2	3+10, 5 : 7-1,0,0,4,0	3+9, 5 : 23-0,4,3,0,0	3+8, 5 : 36-0,5,2,0,4	3+7, 5 : 35-2,5,0,0,0	3+6, 5 : 22-0,0,2,0,5	3+5, 5 : 45-0,0,0,0,0	3+4, 5 : 23-5,4,0,0,0		3+2, 5 : 6-2,0,0,0,5
3+A, 6 : 30-0,4,0,3,0	3+K, 6 : 25-6,0,0,6,0	3+Q, 6 : 20-2,0,0,6,0	3+J, 6 : 30-3,5,0,0,0	3+10, 6 : 20-0,0,0,0,0	3+9, 6 : 26-0,4,0,0,6	3+8, 6 : 1-0,1,0,0,6	3+7, 6 : 2-0,6,0,3,0	3+6, 6 : 30-4,0,0,0,0	3+5, 6 : 2-0,0,4,6,0	3+4, 6 : 42-0,0,0,0,0		3+2, 6 : 42-0,4,0,0,6
3+A, 7 : 25-0,7,0,5,0	3+K, 7 : 25-0,0,4,0,0	3+Q, 7 : 1-0,0,0,7,3	3+J, 7 : 27-6,0,0,0,5	3+10, 7 : 34-0,0,2,6,0	3+9, 7 : 29-0,0,0,0,3	3+8, 7 : 49-0,4,0,0,0	3+7, 7 : 25-0,5,0,0,0	3+6, 7 : 25-0,0,3,0,0	3+5, 7 : 13-5,0,5,0,0	3+4, 7 : 25-0,6,0,7,0		3+2, 7 : 36-0,0,2,3,0
3+A, 8 : 16-0,0,0,0,3	3+K, 8 : 23-8,0,8,0,0	3+Q, 8 : 42-0,0,2,0,0	3+J, 8 : 0-0,0,0,0,8	3+10, 8 : 10-7,0,6,0,0	3+9, 8 : 20-0,0,0,4,0	3+8, 8 : 16-8,0,0,0,0	3+7, 8 : 7-0,0,8,0,8	3+6, 8 : 18-0,6,0,0,0	3+5, 8 : 10-0,8,6,0,0	3+4, 8 : 16-0,0,6,0,6		3+2, 8 : 44-0,0,0,0,0
3+A, 9 : 4-4,0,0,0,9	3+K, 9 : 39-0,5,6,0,0	3+Q, 9 : 3-0,0,0,2,0	3+J, 9 : 5-0,9,0,0,0	3+10, 9 : 33-0,6,0,0,0	3+9, 9 : 39-0,0,0,0,0	3+8, 9 : 41-0,0,0,0,7	3+7, 9 : 5-9,0,0,0,0	3+6, 9 : 14-0,0,9,0,8	3+5, 9 : 0-8,0,0,5,0	3+4, 9 : 20-0,0,9,0,4		3+2, 9 : 23-0,0,0,2,0
3+A, 10 : 10-0,10,0,0,0	3+K, 10 : 33-0,0,7,0,10	3+Q, 10 : 2-0,0,0,0,6	3+J, 10 : 30-10,0,0,0,6	3+10, 10 : 38-0,0,10,0,6	3+9, 10 : 40-0,0,0,0,8	3+8, 10 : 37-0,0,3,0,7	3+7, 10 : 40-0,0,7,0,9	3+6, 10 : 12-0,0,0,6,6	3+5, 10 : 30-0,0,0,0,9	3+4, 10 : 40-0,0,0,10,0		3+2, 10 : 22-0,0,0,8,10

		2+Q, 3 : 7-0,2,0,0,0	2+J, 3 : 17-2,1,1,0,3	2+10, 3 : 6-0,0,3,2,0	2+9, 3 : 4-1,0,3,0,0	2+8, 3 : 3-1,1,0,3,3	2+7, 3 : 9-0,0,3,0,2		2+5, 3 : 4-0,0,0,0,0	2+4, 3 : 13-0,0,1,0,3		
2+A, 4 : 15-0,2,0,0,0	2+K, 4 : 51-0,0,0,4,0	2+Q, 4 : 4-0,0,0,4,2	2+J, 4 : 12-0,4,0,0,4	2+10, 4 : 5-0,0,3,0,4	2+9, 4 : 1-0,0,4,3,0	2+8, 4 : 48-0,0,3,0,0	2+7, 4 : 6-0,4,4,3,1		2+5, 4 : 1-0,4,0,3,0	2+4, 4 : 8-0,0,0,1,4	2+3, 4 : 47-1,1,4,0,4	
2+A, 5 : 11-0,0,0,0,4	2+K, 5 : 48-0,0,0,0,0	2+Q, 5 : 6-5,0,0,0,4	2+J, 5 : 11-0,0,3,0,2	2+10, 5 : 1-0,3,0,0,0	2+9, 5 : 11-0,0,0,2,0	2+8, 5 : 1-5,0,0,0,4	2+7, 5 : 11-0,0,2,0,5	2+6, 5 : 14-0,2,0,0,0	2+5, 5 : 1-0,4,0,0,5	2+4, 5 : 47-0,2,0,5,0	2+3, 5 : 6-2,0,0,0,5	
2+A, 6 : 10-0,3,0,6,0	2+K, 6 : 47-0,0,4,0,2	2+Q, 6 : 40-5,0,0,0,6	2+J, 6 : 3-0,6,0,3,0	2+10, 6 : 3-0,6,0,5,0	2+9, 6 : 50-6,0,0,3,0	2+8, 6 : 41-0,5,0,0,0	2+7, 6 : 43-3,3,0,0,0	2+6, 6 : 9-6,0,0,6,0	2+5, 6 : 3-6,6,0,0,0	2+4, 6 : 9-6,0,0,2,5	2+3, 6 : 42-0,4,0,0,6	
2+A, 7 : 5-0,0,2,5,0	2+K, 7 : 38-5,0,0,4,0	2+Q, 7 : 38-0,0,0,5,0	2+J, 7 : 5-0,0,2,0,7	2+10, 7 : 33-0,4,5,0,0	2+9, 7 : 45-0,0,0,0,0	2+8, 7 : 45-0,0,0,0,4	2+7, 7 : 38-7,0,0,7,0	2+6, 7 : 38-1,0,6,0,0	2+5, 7 : 44-7,0,0,7,0	2+4, 7 : 45-0,2,0,0,7	2+3, 7 : 36-0,0,2,3,0	
2+A, 8 : 11-0,2,0,0,0	2+K, 8 : 3-0,0,2,0,0	2+Q, 8 : 13-0,8,0,0,7	2+J, 8 : 44-0,0,0,0,8	2+10, 8 : 28-0,0,0,8,0	2+9, 8 : 12-8,0,0,0,0	2+8, 8 : 36-0,0,4,0,8	2+7, 8 : 13-0,0,0,8,7	2+6, 8 : 28-6,0,0,6,0	2+5, 8 : 39-0,5,7,0,0	2+4, 8 : 13-0,0,8,0,7	2+3, 8 : 44-0,0,0,0,0	
2+A, 9 : 7-0,0,9,6,0	2+K, 9 : 7-0,3,0,0,9	2+Q, 9 : 37-0,6,0,0,0	2+J, 9 : 6-9,0,0,0,9	2+10, 9 : 7-0,9,0,9,0	2+9, 9 : 43-0,0,9,9,0	2+8, 9 : 32-0,6,0,0,3	2+7, 9 : 10-0,0,0,0,6	2+6, 9 : 7-0,0,0,5,0	2+5, 9 : 34-0,0,9,9,0	2+4, 9 : 45-7,0,9,0,0	2+3, 9 : 23-0,0,0,2,0	
2+A, 10 : 11-0,0,0,0,1	2+K, 10 : 23-0,0,9,0,0	2+Q, 10 : 2-0,4,8,0,0	2+J, 10 : 23-0,8,9,0,0	2+10, 10 : 31-0,10,0,0,7	2+9, 10 : 6-0,3,0,0,10	2+8, 10 : 27-0,0,5,10,0	2+7, 10 : 6-0,0,10,0,6	2+6, 10 : 41-10,7,0,0,0	2+5, 10 : 32-0,0,0,10,7	2+4, 10 : 41-10,0,0,0,9	2+3, 10 : 22-0,0,0,8,10	
